S,Trig,Condition
NDARAZC45TW3,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARAZC45TW3,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARAZC45TW3,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARAZC45TW3,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARAZC45TW3,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARAZC45TW3,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARAZC45TW3,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARAZC45TW3,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARAZC45TW3,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARAZC45TW3,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARAZC45TW3,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARAZC45TW3,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARAZC45TW3,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARAZC45TW3,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARAZC45TW3,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARAZC45TW3,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARAZC45TW3,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARAZC45TW3,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARAZC45TW3,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARAZC45TW3,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARAZC45TW3,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARAZC45TW3,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARAZC45TW3,1,Inhale
NDARAZC45TW3,2,Exhale
NDARAZC45TW3,3,Hold_Breath
NDARAZC45TW3,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARAZC45TW3,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARAZC45TW3,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARAZC45TW3,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARAZC45TW3,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARAZC45TW3,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARAZC45TW3,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARAZC45TW3,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARAZC45TW3,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARAZC45TW3,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARAZC45TW3,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARAZC45TW3,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARAZC45TW3,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARAZC45TW3,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARAZC45TW3,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARAZC45TW3,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARAZC45TW3,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARAZC45TW3,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARAZC45TW3,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARAZC45TW3,23,m_speech__ild_70n__itd_0__targ_l__control_0
